kT  Cv_n0  Cv_n1  Cv_n2  Cv_n3  Cv_n4  Cv_n5
2.026000000000000156e+01 6.717039284128281107e-01 6.713731810230031405e-01 6.712062702489957067e-01 6.713932416787765645e-01 6.717619641694611010e-01 6.723241769932138956e-01
2.027000000000000313e+01 6.717054206081172207e-01 6.713744646784060022e-01 6.712071811031120605e-01 6.713928804665707517e-01 6.717606868453825930e-01 6.723217856667454972e-01
2.028000000000000114e+01 6.717069258752051963e-01 6.713757616987106047e-01 6.712081058660588351e-01 6.713925350597895747e-01 6.717594267070332581e-01 6.723194132122208844e-01
2.029000000000000270e+01 6.717084441805322159e-01 6.713770720499729894e-01 6.712090445029965657e-01 6.713922054201518774e-01 6.717581837135219169e-01 6.723170595855157972e-01
2.030000000000000071e+01 6.717099754906229458e-01 6.713783956983350176e-01 6.712099969791720522e-01 6.713918915094696516e-01 6.717569578240627504e-01 6.723147247426174422e-01
2.031000000000000227e+01 6.717115197720899822e-01 6.713797326100248153e-01 6.712109632599251308e-01 6.713915932896540317e-01 6.717557489979696372e-01 6.723124086396222721e-01
2.032000000000000028e+01 6.717130769916328514e-01 6.713810827513576607e-01 6.712119433106787936e-01 6.713913107227077459e-01 6.717545571946570426e-01 6.723101112327342088e-01
2.033000000000000185e+01 6.717146471160322374e-01 6.713824460887342083e-01 6.712129370969476261e-01 6.713910437707316659e-01 6.717533823736435705e-01 6.723078324782651993e-01
2.034000000000000341e+01 6.717162301121594181e-01 6.713838225886403777e-01 6.712139445843298136e-01 6.713907923959196999e-01 6.717522244945465237e-01 6.723055723326378796e-01
2.035000000000000142e+01 6.717178259469660517e-01 6.713852122176487969e-01 6.712149657385130253e-01 6.713905565605594594e-01 6.717510835170813488e-01 6.723033307523814672e-01
2.036000000000000298e+01 6.717194345874920591e-01 6.713866149424164709e-01 6.712160005252710837e-01 6.713903362270362551e-01 6.717499594010689634e-01 6.723011076941327602e-01
2.037000000000000099e+01 6.717210560008608500e-01 6.713880307296835603e-01 6.712170489104647420e-01 6.713901313578268804e-01 6.717488521064263196e-01 6.722989031146364702e-01
2.038000000000000256e+01 6.717226901542802109e-01 6.713894595462783776e-01 6.712181108600403512e-01 6.713899419155013870e-01 6.717477615931717327e-01 6.722967169707441126e-01
2.039000000000000057e+01 6.717243370150408621e-01 6.713909013591120578e-01 6.712191863400309710e-01 6.713897678627254173e-01 6.717466878214211068e-01 6.722945492194137840e-01
2.040000000000000213e+01 6.717259965505190111e-01 6.713923561351792246e-01 6.712202753165558144e-01 6.713896091622557627e-01 6.717456307513912650e-01 6.722923998177110505e-01
2.041000000000000369e+01 6.717276687281740211e-01 6.713938238415602111e-01 6.712213777558196925e-01 6.713894657769430285e-01 6.717445903433985066e-01 6.722902687228058394e-01
2.042000000000000171e+01 6.717293535155478557e-01 6.713953044454181729e-01 6.712224936241114603e-01 6.713893376697317450e-01 6.717435665578536108e-01 6.722881558919754363e-01
2.043000000000000327e+01 6.717310508802666336e-01 6.713967979140004205e-01 6.712236228878070143e-01 6.713892248036562593e-01 6.717425593552710517e-01 6.722860612826030424e-01
2.044000000000000128e+01 6.717327607900391850e-01 6.713983042146346447e-01 6.712247655133655178e-01 6.713891271418455098e-01 6.717415686962587840e-01 6.722839848521766637e-01
2.045000000000000284e+01 6.717344832126570520e-01 6.713998233147372430e-01 6.712259214673333974e-01 6.713890446475194729e-01 6.717405945415253488e-01 6.722819265582876680e-01
2.046000000000000085e+01 6.717362181159948209e-01 6.714013551818018843e-01 6.712270907163374600e-01 6.713889772839890524e-01 6.717396368518753214e-01 6.722798863586346707e-01
2.047000000000000242e+01 6.717379654680066814e-01 6.714028997834077250e-01 6.712282732270928864e-01 6.713889250146585219e-01 6.717386955882109767e-01 6.722778642110207592e-01
2.048000000000000043e+01 6.717397252367308669e-01 6.714044570872157447e-01 6.712294689663960146e-01 6.713888878030215279e-01 6.717377707115301799e-01 6.722758600733499401e-01
2.049000000000000199e+01 6.717414973902885444e-01 6.714060270609695236e-01 6.712306779011281144e-01 6.713888656126633103e-01 6.717368621829309383e-01 6.722738739036338007e-01
2.050000000000000355e+01 6.717432818968794850e-01 6.714076096724929110e-01 6.712318999982538337e-01 6.713888584072592591e-01 6.717359699636031856e-01 6.722719056599850695e-01
2.051000000000000156e+01 6.717450787247873922e-01 6.714092048896929121e-01 6.712331352248208649e-01 6.713888661505755806e-01 6.717350940148348881e-01 6.722699553006209472e-01
2.052000000000000313e+01 6.717468878423749068e-01 6.714108126805575782e-01 6.712343835479597232e-01 6.713888888064697413e-01 6.717342342980119341e-01 6.722680227838607747e-01
2.053000000000000114e+01 6.717487092180854935e-01 6.714124330131568952e-01 6.712356449348845233e-01 6.713889263388869155e-01 6.717333907746120270e-01 6.722661080681278101e-01
2.054000000000000270e+01 6.717505428204468831e-01 6.714140658556400076e-01 6.712369193528908706e-01 6.713889787118642039e-01 6.717325634062109030e-01 6.722642111119474517e-01
2.055000000000000071e+01 6.717523886180611914e-01 6.714157111762377728e-01 6.712382067693570820e-01 6.713890458895247493e-01 6.717317521544776682e-01 6.722623318739454623e-01
2.056000000000000227e+01 6.717542465796166873e-01 6.714173689432627601e-01 6.712395071517452960e-01 6.713891278360850645e-01 6.717309569811770187e-01 6.722604703128511883e-01
2.057000000000000028e+01 6.717561166738758027e-01 6.714190391251045886e-01 6.712408204675963663e-01 6.713892245158473715e-01 6.717301778481675756e-01 6.722586263874953394e-01
2.058000000000000185e+01 6.717579988696861237e-01 6.714207216902381425e-01 6.712421466845340801e-01 6.713893358932048194e-01 6.717294147174039942e-01 6.722568000568097668e-01
2.059000000000000341e+01 6.717598931359706205e-01 6.714224166072121358e-01 6.712434857702653801e-01 6.713894619326358226e-01 6.717286675509325233e-01 6.722549912798273519e-01
2.060000000000000142e+01 6.717617994417329763e-01 6.714241238446592153e-01 6.712448376925759241e-01 6.713896025987113880e-01 6.717279363108942247e-01 6.722532000156804521e-01
2.061000000000000298e+01 6.717637177560563666e-01 6.714258433712890772e-01 6.712462024193337484e-01 6.713897578560870105e-01 6.717272209595228638e-01 6.722514262236041205e-01
2.062000000000000099e+01 6.717656480481017933e-01 6.714275751558924643e-01 6.712475799184869363e-01 6.713899276695058926e-01 6.717265214591471301e-01 6.722496698629322198e-01
2.063000000000000256e+01 6.717675902871083071e-01 6.714293191673380568e-01 6.712489701580642842e-01 6.713901120038012760e-01 6.717258377721871954e-01 6.722479308930983111e-01
2.064000000000000057e+01 6.717695444423964490e-01 6.714310753745726945e-01 6.712503731061756351e-01 6.713903108238904460e-01 6.717251698611554911e-01 6.722462092736359862e-01
2.065000000000000213e+01 6.717715104833598128e-01 6.714328437466207111e-01 6.712517887310089915e-01 6.713905240947806163e-01 6.717245176886585956e-01 6.722445049641786463e-01
2.066000000000000369e+01 6.717734883794747036e-01 6.714346242525907060e-01 6.712532170008344012e-01 6.713907517815638215e-01 6.717238812173946805e-01 6.722428179244577251e-01
2.067000000000000171e+01 6.717754781002919229e-01 6.714364168616606676e-01 6.712546578840001832e-01 6.713909938494181384e-01 6.717232604101528448e-01 6.722411481143043543e-01
2.068000000000000327e+01 6.717774796154414307e-01 6.714382215430925172e-01 6.712561113489333708e-01 6.713912502636086854e-01 6.717226552298131148e-01 6.722394954936471434e-01
2.069000000000000128e+01 6.717794928946292377e-01 6.714400382662235600e-01 6.712575773641424881e-01 6.713915209894887326e-01 6.717220656393502187e-01 6.722378600225146217e-01
2.070000000000000284e+01 6.717815179076381815e-01 6.714418670004690393e-01 6.712590558982126643e-01 6.713918059924922632e-01 6.717214916018278137e-01 6.722362416610300206e-01
2.071000000000000085e+01 6.717835546243305922e-01 6.714437077153210254e-01 6.712605469198084096e-01 6.713921052381438548e-01 6.717209330804000400e-01 6.722346403694192674e-01
2.072000000000000242e+01 6.717856030146411861e-01 6.714455603803485273e-01 6.712620503976742814e-01 6.713924186920499082e-01 6.717203900383120763e-01 6.722330561080014366e-01
2.073000000000000043e+01 6.717876630485848377e-01 6.714474249651969373e-01 6.712635663006314424e-01 6.713927463199034218e-01 6.717198624389005834e-01 6.722314888371938579e-01
2.074000000000000199e+01 6.717897346962501404e-01 6.714493014395896964e-01 6.712650945975784378e-01 6.713930880874815488e-01 6.717193502455910403e-01 6.722299385175112274e-01
2.075000000000000355e+01 6.717918179278021817e-01 6.714511897733258516e-01 6.712666352574937489e-01 6.713934439606472626e-01 6.717188534218991869e-01 6.722284051095650526e-01
2.076000000000000156e+01 6.717939127134822108e-01 6.714530899362793903e-01 6.712681882494323515e-01 6.713938139053465814e-01 6.717183719314313572e-01 6.722268885740629862e-01
2.077000000000000313e+01 6.717960190236070828e-01 6.714550018984012381e-01 6.712697535425266038e-01 6.713941978876093453e-01 6.717179057378819262e-01 6.722253888718084935e-01
2.078000000000000114e+01 6.717981368285680377e-01 6.714569256297193700e-01 6.712713311059852472e-01 6.713945958735497710e-01 6.717174548050343086e-01 6.722239059637005187e-01
2.079000000000000270e+01 6.718002660988312558e-01 6.714588611003328156e-01 6.712729209090968485e-01 6.713950078293673407e-01 6.717170190967627352e-01 6.722224398107350396e-01
2.080000000000000071e+01 6.718024068049398556e-01 6.714608082804202072e-01 6.712745229212238041e-01 6.713954337213415835e-01 6.717165985770275904e-01 6.722209903740018477e-01
2.081000000000000227e+01 6.718045589175096755e-01 6.714627671402350062e-01 6.712761371118050047e-01 6.713958735158390700e-01 6.717161932098805188e-01 6.722195576146858809e-01
2.082000000000000028e+01 6.718067224072300503e-01 6.714647376501022835e-01 6.712777634503579449e-01 6.713963271793048637e-01 6.717158029594576529e-01 6.722181414940675559e-01
2.083000000000000185e+01 6.718088972448669205e-01 6.714667197804246035e-01 6.712794019064752815e-01 6.713967946782706253e-01 6.717154277899867187e-01 6.722167419735212146e-01
2.084000000000000341e+01 6.718110834012606114e-01 6.714687135016770281e-01 6.712810524498245002e-01 6.713972759793492839e-01 6.717150676657810404e-01 6.722153590145163449e-01
2.085000000000000142e+01 6.718132808473212814e-01 6.714707187844116687e-01 6.712827150501510243e-01 6.713977710492350370e-01 6.717147225512424269e-01 6.722139925786150272e-01
2.086000000000000298e+01 6.718154895540374705e-01 6.714727355992511360e-01 6.712843896772728858e-01 6.713982798547045716e-01 6.717143924108581743e-01 6.722126426274732669e-01
2.087000000000000099e+01 6.718177094924674408e-01 6.714747639168940907e-01 6.712860763010847220e-01 6.713988023626177304e-01 6.717140772092042855e-01 6.722113091228425485e-01
2.088000000000000256e+01 6.718199406337448387e-01 6.714768037081128016e-01 6.712877748915576648e-01 6.713993385399147362e-01 6.717137769109434720e-01 6.722099920265646178e-01
2.089000000000000057e+01 6.718221829490749197e-01 6.714788549437513687e-01 6.712894854187356763e-01 6.713998883536169693e-01 6.717134914808243762e-01 6.722086913005773656e-01
2.090000000000000213e+01 6.718244364097376575e-01 6.714809175947275000e-01 6.712912078527386583e-01 6.714004517708263009e-01 6.717132208836813501e-01 6.722074069069081670e-01
2.091000000000000369e+01 6.718267009870831918e-01 6.714829916320335101e-01 6.712929421637603422e-01 6.714010287587277581e-01 6.717129650844353428e-01 6.722061388076792099e-01
2.092000000000000171e+01 6.718289766525353812e-01 6.714850770267327684e-01 6.712946883220679561e-01 6.714016192845854158e-01 6.717127240480934569e-01 6.722048869651028324e-01
2.093000000000000327e+01 6.718312633775903597e-01 6.714871737499616966e-01 6.712964462980042235e-01 6.714022233157439512e-01 6.717124977397478380e-01 6.722036513414851866e-01
2.094000000000000128e+01 6.718335611338153157e-01 6.714892817729293251e-01 6.712982160619848093e-01 6.714028408196289766e-01 6.717122861245755638e-01 6.722024318992247949e-01
2.095000000000000284e+01 6.718358698928500461e-01 6.714914010669164046e-01 6.712999975845008738e-01 6.714034717637451521e-01 6.717120891678398653e-01 6.722012286008079984e-01
2.096000000000000085e+01 6.718381896264050690e-01 6.714935316032765167e-01 6.713017908361127439e-01 6.714041161156777404e-01 6.717119068348879063e-01 6.722000414088158404e-01
2.097000000000000242e+01 6.718405203062629560e-01 6.714956733534336308e-01 6.713035957874585735e-01 6.714047738430910517e-01 6.717117390911520047e-01 6.721988702859182929e-01
2.098000000000000043e+01 6.718428619042775551e-01 6.714978262888839922e-01 6.713054124092462382e-01 6.714054449137293323e-01 6.717115859021487445e-01 6.721977151948774765e-01
2.099000000000000199e+01 6.718452143923736575e-01 6.714999903811956772e-01 6.713072406722595531e-01 6.714061292954145443e-01 6.717114472334775321e-01 6.721965760985449956e-01
2.100000000000000355e+01 6.718475777425462203e-01 6.715021656020070395e-01 6.713090805473524991e-01 6.714068269560502511e-01 6.717113230508247046e-01 6.721954529598628270e-01
2.101000000000000156e+01 6.718499519268603670e-01 6.715043519230287083e-01 6.713109320054511109e-01 6.714075378636158442e-01 6.717112133199569790e-01 6.721943457418622092e-01
2.102000000000000313e+01 6.718523369174533855e-01 6.715065493160402577e-01 6.713127950175553638e-01 6.714082619861707624e-01 6.717111180067270038e-01 6.721932544076665295e-01
2.103000000000000114e+01 6.718547326865302871e-01 6.715087577528927598e-01 6.713146695547360654e-01 6.714089992918531591e-01 6.717110370770688066e-01 6.721921789204849951e-01
2.104000000000000270e+01 6.718571392063683589e-01 6.715109772055085635e-01 6.713165555881374091e-01 6.714097497488786814e-01 6.717109704970012363e-01 6.721911192436194060e-01
2.105000000000000071e+01 6.718595564493140548e-01 6.715132076458776300e-01 6.713184530889729773e-01 6.714105133255389157e-01 6.717109182326238548e-01 6.721900753404582707e-01
2.106000000000000227e+01 6.718619843877819964e-01 6.715154490460639725e-01 6.713203620285297379e-01 6.714112899902070497e-01 6.717108802501200460e-01 6.721890471744802475e-01
2.107000000000000028e+01 6.718644229942575263e-01 6.715177013781965520e-01 6.713222823781637150e-01 6.714120797113302119e-01 6.717108565157561273e-01 6.721880347092509256e-01
2.108000000000000185e+01 6.718668722412951544e-01 6.715199646144776047e-01 6.713242141093058724e-01 6.714128824574340237e-01 6.717108469958789074e-01 6.721870379084251557e-01
2.109000000000000341e+01 6.718693321015177800e-01 6.715222387271778670e-01 6.713261571934524552e-01 6.714136981971219331e-01 6.717108516569180177e-01 6.721860567357469396e-01
2.110000000000000142e+01 6.718718025476175804e-01 6.715245236886359104e-01 6.713281116021752037e-01 6.714145268990731052e-01 6.717108704653854678e-01 6.721850911550449892e-01
2.111000000000000298e+01 6.718742835523549006e-01 6.715268194712603611e-01 6.713300773071140259e-01 6.714153685320431997e-01 6.717109033878722046e-01 6.721841411302388325e-01
2.112000000000000099e+01 6.718767750885589196e-01 6.715291260475303448e-01 6.713320542799787738e-01 6.714162230648649254e-01 6.717109503910528856e-01 6.721832066253332627e-01
2.113000000000000256e+01 6.718792771291272059e-01 6.715314433899893798e-01 6.713340424925506866e-01 6.714170904664464867e-01 6.717110114416825484e-01 6.721822876044203365e-01
2.114000000000000057e+01 6.718817896470250517e-01 6.715337714712542594e-01 6.713360419166798376e-01 6.714179707057730262e-01 6.717110865065959446e-01 6.721813840316787081e-01
2.115000000000000213e+01 6.718843126152844736e-01 6.715361102640059476e-01 6.713380525242859109e-01 6.714188637519037384e-01 6.717111755527092054e-01 6.721804958713759603e-01
